SEQ_NO,ISBN_THIRTEEN_NO,TITLE_NM,AUTHR_NM,PUBLISHER_NM,PBLICTE_DE,IMAGE_URL,BOOK_INTRCN_CN,KDC_NM
118771,9788940690376,3D studio Max 4.x:character studio 3.1,정준한 지음,크라운출판사,2002[실은 20,http://image.aladin.co.kr/product/30/12/cover/8940690370_1.gif,    학습서     설치 방법에서 부터     각 메뉴별 설명 조명과 카메라   캐릭터 스튜디오 까지의 내용을 자세하게 설명했다 부록으로 본문 예제와   의 각종 이 담긴 를 수록했다,4.76
120657,9788971220658,(원클릭 5년간)조리기능사 출제문제 해설,심영순 저,중원사,2002[실은 20,http://image.aladin.co.kr/product/30/62/cover/8971220651_1.jpg,조리기능사 필기 대비 수험서 년부터 시행된 출제문제를 분석해 핵심요약정리했으며 기출문제와 충분한 해설로 구성했다 ,594.5077
120703,9788940690451,워드프로세서:2급필기(3급 포함),IT자격증연구회 저,크라운출판사,2002[실은 20,http://image.aladin.co.kr/product/30/59/cover/8940690451_1.gif,복잡한 이론을 체계적으로 정리하여 시험에 꼭 필요한 내용만을 집중 요약하였으며 과목별 핵심포인트를 정확히 분석한 문제와 해설로 기초부터 마지막까지 최단기간에 마스터하여 시험에 합격할 수 있도록 구성하였다 년부터 변경된 워드프로세서 필기시험의 새로운 출제 기준을 분석하여 새롭게 ,325.57077
120727,9788940690321,Auto CAD 2002:건축설계분야,캐드넷엔지니어링 저,크라운출판사,2002[실은 20,http://image.aladin.co.kr/product/30/58/cover/894069032x_1.gif,초보자를 위한   입문서 기본 명령어를 중심으로 이를 응용한 예제를 광범위하게 다루고있다 체계적인 설명으로 차원 명령어를 다룰 줄 모르는  사용자도 차원 모델링을 능숙하게 할 수 있도록 쉽게 설명했다,542.1
120728,9788940690413,워드프로세서:2급 필기문제 단기완성(3급포함),IT자격시험연구회 저,크라운출판사,2002[실은 20,http://image.aladin.co.kr/product/30/58/cover/8940690419_1.gif,복잡한 이론을 체계적으로 정리하여 시험에 꼭 필요한 내용만을 집중 요약하였으며 과목별 핵심포인트를 정확히 분석한 문제와 해설로 기초부터 마지막까지 최단기간에 마스터하여 시험에 합격할 수 있도록 구성하였습니다 ,325.57077
122044,9788942906123,홈페이지 태그로 만드세요,박상휘 편저,일진사,2002[실은 20,http://image.aladin.co.kr/product/30/8/cover/8942906125_1.gif,필자가 그 동안 강의해 오면서 가장 많이 받은 질문을 총정리하고 오류가 많이 나타나는 태그 등을 미리 체크하여 알기 쉽게 정리하였다,5.72
122484,9788952600035,(파워)영어,이영;전균 공편,서울고시각,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/013/374/01337446.jpg?type=m1&udate=20141213,본서는 바로 효과적인 학습방안을 제시하고 실전에서도 이상의 노력의 과실을 맺게끔 편집하였다 실제 출제경향에 맞추어 수험생들의 기대에 부응하게끔 각 단원마다 심층분석을 바탕으로 시험장에서 고루고루 출제되는 문형을 접할 수 있도록 구성하였다 또한 다양한 계층의 공무원 수험생의 각자의 ,740.0
123879,9788952600196,(New)영어:9급 공무원 시험대비,정철호 편저,서울고시각,2002[실은 20,http://image.aladin.co.kr/product/38/31/cover/8952600193_1.jpg,행정경찰법원직 합격생중 거의 모두가 선택한 영어교과서의 대명사공무원 수험생의 대부분이 이 책을보고 있습니다 공무원합격생 모두가 이 책을 권하고 있습니다 이 책을 보는 순간 내용의 핵심과 출제방향이 보입니다 최근 출제되는 문제들의 최고 적중률을 보입니다,740.77
124117,9788987928586,(성공하려면)神의 유산을 상속받아라,김세환 지음,오늘 닷컴,2002[실은 20,http://image.aladin.co.kr/product/30/84/cover/8987928586_1.gif,제의 영혼은 우리가 현재 활용하고 있는 선천적 두뇌 제의 영혼은 컴퓨터 시스템으로 가동할 수 있는 인공 두뇌 제의 영혼은 우리의 통상적인 사고를 벗어난 영성두뇌라고 한다 영성두뇌를 신이 물려준 유산이라고 하여 이 두뇌를 활용하여 성공에 이르는 구체적인 방법을 제시하고 있다,187.0
241264,9788995044070,(사진과 함께 하는)나의 세계 문화 기행시,최단 지음,한영출판사,2003[실은 20,http://image.aladin.co.kr/product/38/96/cover/8995044071_1.gif,인도 터키 알래스카와 중남미 일본과 중국 등 세계 각국의 고색 찬란한 문화유적을 탐방하고 엮은 시집 타지마할 자이푸르 성 소피아 페르가몬 네크로 폴리스 테오티우아칸 이과수 폭포 황금역사박물관 마추픽추 센다이 대관음 무릉원 금편계곡 중경 대한민국 임시정부 청사 등 역사적 유적과 자연 ,811.6
160850,9788987852058,천비:새로운 문명과 서학의 진로,金眞赫 編著,명선미디어,2000(단기433,http://image.aladin.co.kr/product/36/38/cover/8987852059_1.gif,새로운 문명과 서학의 진로 신론 타락론 창조론 메시야 강림론 예정론 부활론 재림론 천사론 계시록 정해구원론 등으로 나눠 논했다,238.99
161370,9788995119228,한자를 알면 수능이 보인다,강현구,한문교육,2001 - 200,http://image.aladin.co.kr/product/33/46/cover/8995119225_1.jpg,국어를 공부하면서 나오는 한자어의 정확한 뜻과 활용을 알려주는 책 현직 한문 선생님들과 국어 선생님들이 공동으로 연구하여 책을 펴냈다,711.4
175695,9788975611605,어린이 법요·찬불가집,[불교교육연구원] 법요집편찬위원회 편저,우리출판사,불기2546[200,http://image.aladin.co.kr/product/36/58/cover/8975611604_1.gif,어린이를 위한 법요찬불가를 묶은 책 부처님의 수행 가르침을 실어 쉽게 이해할 수 있도록 해설을 함께 실은 법회의식 여곡의 찬불가를 묶은 찬불가집으로 크게 두 부분으로 나누었다 어린이 스스로 법회 때에나 혼자 공부하고 기도하는 데에 도움이 되도록 만들었다,227.0
180828,9788988671030,세포가족들의 이야기 :세포가족들을 돌봐주세요 ,지은이: 평원,한영출판사,불기2556[201,http://image.aladin.co.kr/product/28/50/cover/8988671031_1.gif,한국사회의 남녀가 가지고 있는 섹스의 편견에 대해 서술한 책 섹스는 종족보존을 위한 성스러운 행위를 제외한다면 부부간의 육체적인 즐거움 이외는 아무것도 아니며 부부간에 또는 연인간의 성에 대한 활발한 커뮤니케이션으로 건강하고 활력있는 삶을 얻을 수 있는 즐거움이라고 피력했다,41.0
185971,9788995246719,불교 수행의 이론과 실제 :부처님 정통 수행입문서 ,지은이: 빅쿠 붇드하빠-라,근본불교학교 출판부,佛紀2546[200,http://image.aladin.co.kr/product/30/56/cover/8995246715_1.gif,불교 수행의 이론과 실제를 수록한 연구서 한국 불교도들이 가지고 있는 부처님 정통 수행법을 재정리하고 정통 수행법의 이론 구조와 기본 기술에 대해 상세히 기술했다 또한 불교 수행의 향상에 관해서 도움이 되는 불교 전반에 관한 기본 지식 부처님 생애 자비관 수행법에 대해 기술했다 양장본,224.81
187839,9788941402435,사회복지학,행정고시학원 편저,박문각,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/000/100/00010079.jpg?type=m1&udate=20130628,년 급공무원 사회복지 분야 기본 교재 방대한 사회복지 관련 내용을 총 장으로 나누어 체계적으로 정리 요약하였으며 기존 사회복지직 시험의 출제경향을 최대한 반영 기초에서 심화 확장된 이론까지 포함했다 예상 문제와 기출 문제에 상세한 해설을 붙여 이해를 도왔다,338.0
187846,9788941402466,교육학,행정고시학원 편저,박문각,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/018/901/01890157.jpg?type=m1&udate=20101005,급 공무원 시험 대비 교재 다수의 정평있는 교육학 교재와 기출문제를 참조 체계적이면서도 충실한 기본 이론 정리와 각 장별 가이드 제시 초중등 임용고사와 행자부 급 급 교육학관련 각종 기출문제 다양한 예상문제 수록으로 응용력 향상과 실전감각 습득이 가능한다 부록으로 최신 기출문제 수록,370.0
187848,9788941433118,(7·9급 건축직)건축계획학,행정고시학원 편,박문각,2003[실은 20,http://image.aladin.co.kr/product/38/25/cover/8941433118_1.gif, 급 건축직 시험대비 수험서 제차 교육과정에 의거 새로 개편된 시방서에 따라 공무원시험에 맞춘 구성 기존 기출문제의 분석을 통한 적중예상문제 수록 및 출제빈도분석표 출제경향 및 수험대책을 수록하여 수험생 스스로 경향 및 난이도를 파악할 수 있게했다 각 기출문제 및 출제예상문제 별 상세한 ,542.1
187849,9788941433101,(7·9급 건축직)건축시공학,행정고시학원 편,박문각,2003[실은 20,http://image.aladin.co.kr/product/38/25/cover/894143310x_1.gif, 급 건축직 시험대비 수험서 제차 교육과정에 의거 새로 개편된 시방서에 따라 공무원시험에 맞춘 구성 기존 기출문제의 분석을 통한 적중예상문제 수록 및 출제빈도분석표 출제경향 및 수험대책을 수록하여 수험생 스스로 경향 및 난이도를 파악할 수 있게했다 각 기출문제 및 출제예상문제 별 상세한 ,542.8
187851,9788941433095,(7·9급 건축직)건축구조학,행정고시학원 편,박문각,2003[실은 20,http://image.aladin.co.kr/product/38/25/cover/8941433096_1.gif, 급 건축직 시험대비 수험서 제차 교육과정에 의거 새로 개편된 시방서에 따라 공무원시험에 맞춘 구성 기존 기출문제의 분석을 통한 적중예상문제 수록 및 출제빈도분석표 출제경향 및 수험대책을 수록하여 수험생 스스로 경향 및 난이도를 파악할 수 있게했다 각 기출문제 및 출제예상문제 별 상세한 ,543.0
187854,9788941426363,(최문진의)누드경매,최문진 저,박문각,2003[실은 20,http://image.aladin.co.kr/product/38/51/cover/8941426367_1.gif,부동산 경매에 조예가 깊은 최문진이 초보자와 중급자를 대상으로 자신의 노하우와 경험을 바탕으로 책을 출간하였다 초보자를 위한 경매절차 주택임대차보호법 상가건물임대차보호법 등 경매를 하기 위해 알아야 할 절차와 관련 법에 대한 공부부터 권리분석 실전경매 사례 등 수익을 남기기 위해 ,367.564
187855,9788941407270,(SPA)민사소송법,임승택 편저,박문각,2003[실은 20,http://image.aladin.co.kr/product/38/40/cover/8941407273_1.gif,법원 서기보 등기서기보 및 각종 고시 승진 시험 대비 민사소송법 년 월 일 시행의 민사소송법의 내용을 완벽히 반영하였으며 법조문에 충실한 내용전개 및 관련 판례를 다량으로 수록하였다 부록으로 민사소송법 관련 법률 수록 ,367.5
187857,9788941402411,영어독해,행정고시학원 편저,박문각,2003[실은 20,http://image.aladin.co.kr/product/38/55/cover/8941402417_1.gif,년 급 공무원 시험 대비 수험서 철저한 출제 경향 분석에 따른 전면 쇄신판 독새 유형별 예제와 기본실전의 단계 예상 문제 정선된 문제 구성과 상세한 해설 수록,747.077
188961,9788952601933,(파워)사회복지학,오완섭 편저,서울고시각,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/013/526/01352694.jpg?type=m1&udate=20100111,년 공무원 시험 대비 사회복지학 수험서 도표형식의 시각적 요약 정리로 각 주제별 흐름을 전체적인 맥락에서 쉽게 알아볼 수 있으며 그동안의 사회복지전담공무원 시험 문제를 내용별로 분류 수록했다,338.0
188970,9788952601926,(脈)신민사소송법:문제편,이상신 편저,서울고시각,2003[실은 20,http://image.aladin.co.kr/product/38/49/cover/8952601920_1.gif,법원서기보 및 법원승진시험 대비 민사소송법 문제집 각종 시험의 기출문제들을 개정법률에 따라 적절히 수정하여 최대한 소개하였으며 이론상 중요한 부분들에 대하여 중요 판례 및 중요 이론에 입각한 예상문제로 새로운 출제의 경향에 대비할 수 있게 하였다,367.5077
190416,9788946722064,(21세기 예비창업자를 위한)창업마케팅 전략,권오철;이종영 공저,학문사,2003[실은 20,http://image.aladin.co.kr/product/38/38/cover/8946722061_1.gif,사회의 흐름은 급변하고 있으며 직업에 대한 가치관도 세기에 들어 이전과는 다른 양상으로 전개되고 있다 이러한 시기에 기발한 아이디어와 뜨거운 열정을 지닌 많은 사람들이 창업을 꿈꾼다 이 책은 창업을 꿈꾸는 독자들을 위해 창업의 기초부터 창업의 절차 유망업종 정보 등 다양한 정보를 제공해 ,325.1
190421,9788981791667,(Hakmun)how TEPS:listening comprehension,현재호 지음,학문출판,2003[실은 20,http://image.aladin.co.kr/product/4698/22/cover/898179166x_1.jpg, 독자대상  중학교 학년 구성  핵심 정리  문제 특징  전국 중학교 기출문제 분석을 통해 나올 수 있는 모든 기출유형 문제 수록 어휘 의사소통기능 언어형식 독해 등 각 영역별 학습요소와 출제요소 분석하여 수록 교과서 본문 암기를 위한 콜로케이션 학습과 자동암기가 가능한 앙코르북 ,747.0
190429,9788946781887,(中國漢語水平考試)HSK 豫想問題集,中國語敎材編纂會 編,학문사,2003[실은 20,http://image.aladin.co.kr/product/38/32/cover/8946781882_1.gif,최신 출제경향에 맞춘 실전모의고사 한어 수평고시 추천도서 합격의 전문 수험대비서기출문제예상문제 수록,720.77
190805,9788909078962,피부미용관리사,백윤숙 저,교학사,2003[실은 20,http://image.aladin.co.kr/product/38/39/cover/8909078960_1.gif,충분한 이론과 함께 컬러로 된 많은 그림을 수록하여 전문적이고 까다로운 부분도 쉽게 이해가 되도록 구성하였다자세한 피부관리 시술순서와 실전에 필요한 다양한 도구의 그림을 수록 본문 이해도를 측정하여 볼 수 있도록 중요핵심문제를 수록하였고 출제예상문제마다 상세한 해설을 수록하여 반복학습을 ,593.2
190858,9788909078658,보일러 산업기사,박순태 저,교학사,2003[실은 20,http://image.aladin.co.kr/product/38/1/cover/8909078650_1.gif,이 책은 각 단원별로 충분한 설명과 가능한 한 많은 그림을 실어 쉽게 이해할 수 있도록 하였다중요한 단원 뒤에는 출제 예상문제와 해설을 실어 수험생들의 문제풀이 능력을 기르도록 하였다부록으로 과년도 출제문제를 실어 출제경향을 숙지시킴으로써 시험준비에 만전을 기하도록 하였다,553.33077
237649,9788952601940,(경찰공무원 기본서)경찰학개론:Focus,이선엽...[등]편,서울 고시각,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/001/152/00115237.jpg?type=m1&udate=20130629,일반순경 여경 단 학사경장 시험대비 경찰공무원 기본서 맥을 집어내는 기본개념과 원리를 이해하기 쉽게 체계적으로 서술했으며 출제경향을 예견한 예상문제 상세한 해설과 참고를 곁들였다,350.7
237717,9788942906802,벤처산업 경영정보론,정문영...[등]저,일진사,2003[실은 20,http://image.aladin.co.kr/product/38/14/cover/894290680x_1.gif,벤처산업의 핵심적 운용과 실제를 경영정보론 또는 산업정보론에 소개한다 벤처기업의 와 실무자가 첨단 정보시스템의 기법을 쉽게 이해할 수 있게 하였고 기업간 정보를 산업정보론의 범주로 그리고 기업내 정보의 개념은 경영정보의 범주로 해석하여 이를 통합하여 설명하였다 막연한 나열식 해설보다 ,325.431
237719,9788942906796,공유압 기능사,공유압시험연구회 엮음,일진사,2003[실은 20,http://image.aladin.co.kr/product/38/13/cover/8942906796_1.gif,이 책은 산업현장의 자동화 직종 분야 종사자 즉 기계전자산업기계 및 각종 정비분야 등의 교육기관에서 실시하고 있는 국가기술 자격종목인 공유압 기능사 및 각종 공유압이 출제되는 자격증을 취득할 수 있도록 체계적인 이론 학습의 요점정리와 함께 난이도를 고려한 문제풀이를 자세하게 실어 있다,554.0
237722,9788942906819,재료역학:문제해설,장기석 엮음,일진사,2003[실은 20,http://image.aladin.co.kr/product/38/48/cover/8942906818_1.gif,이 책은 기계공학의 기조과목중 하나인 재료역학 학습 참고서로서 기계공학도들이 반드시 공부해야 할 필수과목이다저자는 다년간 강단에서 직접 강의한바많은 경험을 통하여 학생들이 이해하기 어려운 본 과목을 보다 더 알기 쉽고 개요를 정호가하게 이해할 수 있도록 상,530.3077
237723,9788942906833,기계열역학:문제해설,장기석 엮음,일진사,2003[실은 20,http://image.aladin.co.kr/product/38/19/cover/8942906834_1.gif,열역학은 기계공학의 기초과목으로서 모든 정규대학 및 전문대학직업학교에서 필수 과목으로 강의되고 있으며특히 열과 관련된 분야의 실무현장에서 종사하는 기술자에게도 매우 긴요하고 필수적이라 할 수 있다 본 서는 이와 같은 점을 감안하여 다년간 강단에서 학생들,553.077
237724,9788942906864,산업안전산업기사:과년도 문제·해설,강윤진;엄상오 공저,일진사,2003[실은 20,http://image.aladin.co.kr/product/38/60/cover/8942906869_1.gif,이 책은 저자가 다년간 강의 경험과 실무 지식을 토대로 수험자 여러분이 최단시일 내에 국가기술자격시험에 합격할 수 있도록 다음 사항에 역점을 두고 구성하였다,530.98077
237728,9788942906888,건설재료시험:이론 & 실기,홍대기 저,일진사,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/002/503/00250302.jpg?type=m1&udate=20100111,건설재료 시험의 필기와 실기시험을 한번에 해결할 수 있도록 이 책 한권에 요약하여 정리하여 줌으로써 꼭 필요한 내용들만을 엄선하였다,532.4077
237760,9788942906857,산업안전기사:과년도 문제·해설,강윤진;엄상오 공저,일진사,2003[실은 20,http://image.aladin.co.kr/product/38/52/cover/8942906850_1.gif,년부터 최근까지의 기출 문제를 시행 연도별로 정리하여 해설하였다 간략하면서도 명쾌한 해설로 최단시간 내에 문제를 완벽하게 이해할 수 있도록 하였다,530.98077
237761,9788942906840,조리사시험 필기,"박명남,박종명 공저",일진사,2003[실은 20,http://image.aladin.co.kr/product/38/43/cover/8942906842_1.gif,이 책은 한식양식일식중식복어조리 시험을 한국산업인력공단의 출제기준에 따라 세부항목으로 구성하여 핵심적이고 출제 가능한 내용을 체계적으로 총 정리한 필기시험 대비서이다,594.5077
237766,9788942906871,(기사과정)공기조화 & 냉동기계:실기 예상문제,김증식 엮음,일진사,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/002/503/00250305.jpg?type=m1&udate=20150107,이 책은 새로 개정된 출제기준에 따라 실무 위주의 출제 경향에 맞추어 단시일내에 효과적으로 공부할 수 있도록 다루고 있다 새 출제기준에 의하여 단원별공조냉동 기초이론냉동공학난방설비공기선도 배관덕트설비공조부하로 요점을 체계적이고 함축성있게 간추려 져 있다,553.88077
238083,9788973755516,(The)book of Kimchi,"Lee, Chun Ja, Park, Hye Won, Kim, Kwi Young;translated by Bae, Byoung Suk",Korean Information Service,"1999, c199",http://image.aladin.co.kr/product/18/48/cover/9788973755516.gif,한국의 전통 김치를 종류별로 소개하고 김치 담그는  방법을 안내한 책 외국인에게 한국의 김치를 소개하 는 책으로 모두 영문으로 되어 있다,594.51
241172,9788989920168,(新출제기준에 따른)자동차 정비·검사 산업기사:총정리,박재림...[등]저,미전사이언스,2003[실은 20,http://image.aladin.co.kr/product/38/96/cover/8989920167_1.gif, 예전에 출제되었던 문제를 분석하여 체계적으로 공부할 수 있도록 하였다 전자제어를 중심으로 최근의 문제들이 출제되기에 여기에 대비할 수 있도록 하였다 시험에 대비하는 여러분의 빠른 이해를 돕기 위해 최대한 해설을 실었다 년부터 바뀌는 과목 편제에 맞추었다 ,556.53
241191,9788989920120,(新출제기준에 따른)자동차 정비검사 기능사:총정리,김선양;유충조 共著,미전사이언스,2003[실은 20,http://image.aladin.co.kr/product/38/96/cover/8989920124_1.gif,본 책자는 최근 년간의 출제경향을 면밀히 분석하여 자동차 정비 검사 기능사 자격시험을 준비하는 모든 이에게 보다 쉽게 이해하고 접근 할 수 있도록 각 단원 별로 내용 요약과 출제 예상문제를 총망라하여 정리하였다,556.53
241311,9788931704884,전자캐드기능사=Electronic CAD,박상철 지음,世和,2003[실은 20,http://image.aladin.co.kr/product/38/98/cover/8931704887_1.jpg, 시행처  한국산업인력공단 세부 독자대상  전자캐드기능사 필기 수험생  학습난이도  처음 공부하는 수험생도 쉽게 이해할 수 있음 특징  이론  문제전자  분야의 유능한 인력의 양성을 위해 시행된 전자캐드기능사에 합격하는 데 필요한 이론을 일목요연하게 담아냈다 출제빈도가 높은 ,569.3027
242583,9788909080682,Power 2종 운전면허 실기:코스에서 도로주행까지 한번에!,임순기 저,교학사,2003[실은 20,http://image.aladin.co.kr/product/38/87/cover/890908068x_1.gif,종 운전면허 실기를 운전장치 조작방법에서부터 시험장내 기능시험 합격요령 도로주행시험 합격요령까지 사진과 함께 상세하게 설명하고 있다,556.6077
242592,9788909080675,Power 1종 운전면허 실기:코스에서 도로주행까지 한번에!,임순기 저,교학사,2003[실은 20,http://image.aladin.co.kr/product/38/88/cover/8909080671_1.gif,종 운전면허 실기를 운전장치 조작방법에서부터 시험장내 기능시험 합격요령 도로주행시험 합격요령까지 사진과 함께 상세하게 설명하고 있다,556.6077
242671,9788918250434,韓國地理:우리 國土의 自然과 人文,權赫在 著,法文社,2003[실은 20,http://image.aladin.co.kr/product/40/21/cover/8918250436_1.gif,우리 국토 전체의 자연과 인문을 통틀어 총론적 견지에서 서술한 교재로서 특히 국학관계의 부분을 부각시킨 일반인의 교양서이다,981.1
242701,9788909070423,조리사 핵심정리,최숙희 지음,교학사,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/001/175/00117520.jpg?type=m1&udate=20100111,공중 보건식품위생식품학조리 이론과 원가 계산식품 위생 관계 법규실전 모의고사 및 과년도 출제 문제,594.5077
242706,9788984552821,"워드프로세서 1급 필기:2급, 3급 포함 : PC운영체제",이동욱;KIE기획실 [공]집필,아카데미소프트,2003[실은 20,https://bookthumb-phinf.pstatic.net/cover/002/503/00250386.jpg?type=m1&udate=20060314, 이 책은 이렇게 구성되어 있습니다 본문 어느 교재와도 비교할 수 없는 알찬 내용과 핵심을 짚어 주는 포인트가 있습니다 탐구  시험에 자주 출제되지는 않지만 반드시 알고 넘어가야 하는 내용들로 구성했습니다 관련문제 본문 내용 중 시험에 출제될 가능성이 높은 부분을 ,325.57077
